variable_estudio,categoria,total_entradas,total_abandonos,porcentaje_abandono
residencia_grupo,e3-p01-h12-gr13570,1,1,100.0000
residencia_grupo,e3-p01-h12-gr13962,1,0,0.0000
residencia_grupo,e3-p01-h12-gr14189,1,1,100.0000
residencia_grupo,e3-p01-h12-gr14372,1,0,0.0000
residencia_grupo,e3-p01-h12-gr14788,1,0,0.0000
residencia_grupo,e3-p01-h12-gr15056,1,0,0.0000
residencia_grupo,e3-p01-h12-gr16033,1,0,0.0000
residencia_grupo,e3-p01-h12-gr16050,1,1,100.0000
residencia_grupo,e3-p01-h12-gr16580,1,1,100.0000
residencia_grupo,e3-p01-h12-gr16752,1,0,0.0000
residencia_grupo,e3-p01-h12-gr16862,1,1,100.0000
residencia_grupo,e3-p01-h12-gr17764,1,0,0.0000
residencia_grupo,e3-p01-h12-gr18291,1,0,0.0000
residencia_grupo,e3-p01-h12-gr19233,1,0,0.0000
residencia_grupo,e3-p01-h12-gr19270,1,0,0.0000
residencia_grupo,e3-p01-h13-gr00370,1,0,0.0000
residencia_grupo,e3-p01-h13-gr00596,1,0,0.0000
residencia_grupo,e3-p01-h13-gr00696,1,0,0.0000
residencia_grupo,e3-p01-h13-gr00829,1,0,0.0000
residencia_grupo,e3-p01-h13-gr01411,1,0,0.0000
residencia_grupo,e3-p01-h13-gr01482,1,1,100.0000
residencia_grupo,e3-p01-h13-gr01539,1,1,100.0000
residencia_grupo,e3-p01-h13-gr01634,1,1,100.0000
residencia_grupo,e3-p01-h13-gr02212,1,0,0.0000
residencia_grupo,e3-p01-h13-gr02225,1,0,0.0000
residencia_grupo,e3-p01-h13-gr02319,1,0,0.0000
residencia_grupo,e3-p01-h13-gr02368,1,0,0.0000
residencia_grupo,e3-p01-h13-gr02694,1,0,0.0000
residencia_grupo,e3-p01-h13-gr02854,1,1,100.0000
residencia_grupo,e3-p01-h13-gr03413,1,1,100.0000
residencia_grupo,e3-p01-h13-gr03799,1,0,0.0000
residencia_grupo,e3-p01-h13-gr04341,1,0,0.0000
residencia_grupo,e3-p01-h13-gr04565,1,0,0.0000
residencia_grupo,e3-p01-h13-gr04732,1,0,0.0000
residencia_grupo,e3-p01-h13-gr05151,1,0,0.0000
residencia_grupo,e3-p01-h13-gr05206,1,0,0.0000
residencia_grupo,e3-p01-h13-gr06723,1,1,100.0000
residencia_grupo,e3-p01-h13-gr07108,1,0,0.0000
residencia_grupo,e3-p01-h13-gr07303,1,1,100.0000
residencia_grupo,e3-p01-h13-gr08385,1,0,0.0000
residencia_grupo,e3-p01-h13-gr09456,1,1,100.0000
residencia_grupo,e3-p01-h13-gr09480,1,0,0.0000
residencia_grupo,e3-p01-h13-gr09990,1,0,0.0000
residencia_grupo,e3-p01-h13-gr10518,1,0,0.0000
residencia_grupo,e3-p01-h13-gr12334,1,1,100.0000
residencia_grupo,e3-p01-h13-gr13190,1,1,100.0000
residencia_grupo,e3-p01-h13-gr13413,1,0,0.0000
residencia_grupo,e3-p01-h13-gr14085,1,0,0.0000
residencia_grupo,e3-p01-h13-gr14983,1,0,0.0000
residencia_grupo,e3-p01-h13-gr15939,1,1,100.0000
residencia_grupo,e3-p01-h13-gr16635,1,0,0.0000
residencia_grupo,e3-p01-h13-gr17071,1,0,0.0000
residencia_grupo,e3-p01-h13-gr18116,1,0,0.0000
residencia_grupo,e3-p01-h13-gr18857,1,1,100.0000
residencia_grupo,e3-p01-h13-gr19276,1,0,0.0000
residencia_grupo,e3-p01-h14-gr01189,1,0,0.0000
residencia_grupo,e3-p01-h14-gr01988,1,1,100.0000
residencia_grupo,e3-p01-h14-gr02288,1,0,0.0000
residencia_grupo,e3-p01-h14-gr03534,1,0,0.0000
residencia_grupo,e3-p01-h14-gr04747,1,1,100.0000
residencia_grupo,e3-p01-h14-gr05514,1,0,0.0000
residencia_grupo,e3-p01-h14-gr05822,1,1,100.0000
residencia_grupo,e3-p01-h14-gr05909,1,0,0.0000
residencia_grupo,e3-p01-h14-gr05958,1,0,0.0000
residencia_grupo,e3-p01-h14-gr05973,1,0,0.0000
residencia_grupo,e3-p01-h14-gr06807,1,0,0.0000
residencia_grupo,e3-p01-h14-gr07031,1,0,0.0000
residencia_grupo,e3-p01-h14-gr07438,1,1,100.0000
residencia_grupo,e3-p01-h14-gr07852,1,0,0.0000
residencia_grupo,e3-p01-h14-gr07952,1,1,100.0000
residencia_grupo,e3-p01-h14-gr08249,1,0,0.0000
residencia_grupo,e3-p01-h14-gr08409,1,0,0.0000
residencia_grupo,e3-p01-h14-gr08518,1,0,0.0000
residencia_grupo,e3-p01-h14-gr08562,1,0,0.0000
residencia_grupo,e3-p01-h14-gr10144,1,1,100.0000
residencia_grupo,e3-p01-h14-gr10190,1,1,100.0000
residencia_grupo,e3-p01-h14-gr10612,1,0,0.0000
residencia_grupo,e3-p01-h14-gr10858,1,0,0.0000
residencia_grupo,e3-p01-h14-gr11128,1,0,0.0000
residencia_grupo,e3-p01-h14-gr11157,1,0,0.0000
residencia_grupo,e3-p01-h14-gr11658,1,0,0.0000
residencia_grupo,e3-p01-h14-gr12095,1,0,0.0000
residencia_grupo,e3-p01-h14-gr12102,1,0,0.0000
residencia_grupo,e3-p01-h14-gr12815,1,0,0.0000
residencia_grupo,e3-p01-h14-gr13347,1,1,100.0000
residencia_grupo,e3-p01-h14-gr13868,1,0,0.0000
residencia_grupo,e3-p01-h14-gr13969,1,0,0.0000
residencia_grupo,e3-p01-h14-gr15391,1,0,0.0000
residencia_grupo,e3-p01-h14-gr15500,1,0,0.0000
residencia_grupo,e3-p01-h14-gr15669,1,0,0.0000
residencia_grupo,e3-p01-h14-gr16035,1,1,100.0000
residencia_grupo,e3-p01-h14-gr16959,1,0,0.0000
residencia_grupo,e3-p01-h14-gr17219,1,0,0.0000
residencia_grupo,e3-p01-h14-gr17541,1,0,0.0000
residencia_grupo,e3-p01-h14-gr18157,1,0,0.0000
residencia_grupo,e3-p01-h14-gr18663,1,0,0.0000
residencia_grupo,e3-p01-h14-gr19291,1,0,0.0000
residencia_grupo,e3-p01-h14-gr19619,1,1,100.0000
residencia_grupo,e3-p01-h15-gr00014,1,1,100.0000
residencia_grupo,e3-p01-h15-gr00232,1,1,100.0000
residencia_grupo,e3-p01-h15-gr01238,1,0,0.0000
residencia_grupo,e3-p01-h15-gr01670,1,1,100.0000
residencia_grupo,e3-p01-h15-gr02246,1,1,100.0000
residencia_grupo,e3-p01-h15-gr02479,1,0,0.0000
residencia_grupo,e3-p01-h15-gr03098,1,0,0.0000
residencia_grupo,e3-p01-h15-gr03358,1,0,0.0000
residencia_grupo,e3-p01-h15-gr03835,1,0,0.0000
residencia_grupo,e3-p01-h15-gr04096,1,0,0.0000
residencia_grupo,e3-p01-h15-gr04343,1,1,100.0000
residencia_grupo,e3-p01-h15-gr04504,1,0,0.0000
residencia_grupo,e3-p01-h15-gr04582,1,1,100.0000
residencia_grupo,e3-p01-h15-gr04719,1,0,0.0000
residencia_grupo,e3-p01-h15-gr06046,1,0,0.0000
residencia_grupo,e3-p01-h15-gr06835,1,0,0.0000
residencia_grupo,e3-p01-h15-gr07405,1,0,0.0000
residencia_grupo,e3-p01-h15-gr08778,1,1,100.0000
residencia_grupo,e3-p01-h15-gr08973,1,1,100.0000
residencia_grupo,e3-p01-h15-gr08982,1,0,0.0000
residencia_grupo,e3-p01-h15-gr09313,1,1,100.0000
residencia_grupo,e3-p01-h15-gr09827,1,0,0.0000
residencia_grupo,e3-p01-h15-gr10937,1,0,0.0000
residencia_grupo,e3-p01-h15-gr11137,1,1,100.0000
residencia_grupo,e3-p01-h15-gr11962,1,0,0.0000
residencia_grupo,e3-p01-h15-gr13143,1,1,100.0000
residencia_grupo,e3-p01-h15-gr13220,1,0,0.0000
residencia_grupo,e3-p01-h15-gr14547,1,0,0.0000
residencia_grupo,e3-p01-h15-gr15156,1,1,100.0000
residencia_grupo,e3-p01-h15-gr15832,1,0,0.0000
residencia_grupo,e3-p01-h15-gr15833,1,0,0.0000
residencia_grupo,e3-p01-h15-gr16449,1,0,0.0000
residencia_grupo,e3-p01-h15-gr16602,1,0,0.0000
residencia_grupo,e3-p01-h15-gr16940,1,0,0.0000
residencia_grupo,e3-p01-h15-gr17230,1,1,100.0000
residencia_grupo,e3-p01-h15-gr17942,1,1,100.0000
residencia_grupo,e3-p01-h15-gr19097,1,1,100.0000
residencia_grupo,e3-p01-h15-gr19122,1,0,0.0000
residencia_grupo,e3-p01-h15-gr19262,1,0,0.0000
residencia_grupo,e3-p01-h15-gr19520,1,0,0.0000
residencia_grupo,e3-p01-h16-gr01014,1,0,0.0000
residencia_grupo,e3-p01-h16-gr01865,1,1,100.0000
residencia_grupo,e3-p01-h16-gr02108,1,0,0.0000
residencia_grupo,e3-p01-h16-gr02280,1,0,0.0000
residencia_grupo,e3-p01-h16-gr03737,1,0,0.0000
residencia_grupo,e3-p01-h16-gr04406,1,1,100.0000
residencia_grupo,e3-p01-h16-gr05457,1,1,100.0000
residencia_grupo,e3-p01-h16-gr05513,1,0,0.0000
residencia_grupo,e3-p01-h16-gr06122,1,0,0.0000
residencia_grupo,e3-p01-h16-gr06182,1,0,0.0000
residencia_grupo,e3-p01-h16-gr06183,1,1,100.0000
residencia_grupo,e3-p01-h16-gr06798,1,0,0.0000
residencia_grupo,e3-p01-h16-gr06802,1,1,100.0000
residencia_grupo,e3-p01-h16-gr06969,1,0,0.0000
residencia_grupo,e3-p01-h16-gr07873,1,0,0.0000
residencia_grupo,e3-p01-h16-gr08336,1,0,0.0000
residencia_grupo,e3-p01-h16-gr08621,1,1,100.0000
residencia_grupo,e3-p01-h16-gr09035,1,0,0.0000
residencia_grupo,e3-p01-h16-gr09980,1,0,0.0000
residencia_grupo,e3-p01-h16-gr10051,1,0,0.0000
residencia_grupo,e3-p01-h16-gr10207,1,0,0.0000
residencia_grupo,e3-p01-h16-gr10618,1,1,100.0000
residencia_grupo,e3-p01-h16-gr13080,1,1,100.0000
residencia_grupo,e3-p01-h16-gr13895,1,1,100.0000
residencia_grupo,e3-p01-h16-gr14773,1,0,0.0000
residencia_grupo,e3-p01-h16-gr15339,1,0,0.0000
residencia_grupo,e3-p01-h16-gr15780,1,0,0.0000
residencia_grupo,e3-p01-h16-gr16060,1,0,0.0000
residencia_grupo,e3-p01-h16-gr16144,1,0,0.0000
residencia_grupo,e3-p01-h16-gr17105,1,0,0.0000
residencia_grupo,e3-p01-h16-gr17252,1,1,100.0000
residencia_grupo,e3-p01-h16-gr17440,1,1,100.0000
residencia_grupo,e3-p01-h16-gr17652,1,0,0.0000
residencia_grupo,e3-p01-h16-gr18404,1,1,100.0000
residencia_grupo,e3-p01-h17-gr00212,1,1,100.0000
residencia_grupo,e3-p01-h17-gr00975,1,0,0.0000
residencia_grupo,e3-p01-h17-gr01319,1,1,100.0000
residencia_grupo,e3-p01-h17-gr02228,1,0,0.0000
residencia_grupo,e3-p01-h17-gr02535,1,0,0.0000
residencia_grupo,e3-p01-h17-gr02744,1,0,0.0000
residencia_grupo,e3-p01-h17-gr03954,1,1,100.0000
residencia_grupo,e3-p01-h17-gr04183,1,0,0.0000
residencia_grupo,e3-p01-h17-gr05126,1,0,0.0000
residencia_grupo,e3-p01-h17-gr05127,1,0,0.0000
residencia_grupo,e3-p01-h17-gr05693,1,1,100.0000
residencia_grupo,e3-p01-h17-gr06844,1,0,0.0000
residencia_grupo,e3-p01-h17-gr07012,1,1,100.0000
residencia_grupo,e3-p01-h17-gr07346,1,0,0.0000
residencia_grupo,e3-p01-h17-gr09003,1,1,100.0000
residencia_grupo,e3-p01-h17-gr09563,1,1,100.0000
residencia_grupo,e3-p01-h17-gr11082,1,0,0.0000
residencia_grupo,e3-p01-h17-gr11928,1,0,0.0000
residencia_grupo,e3-p01-h17-gr12065,1,0,0.0000
residencia_grupo,e3-p01-h17-gr13095,1,0,0.0000
residencia_grupo,e3-p01-h17-gr13191,1,1,100.0000
residencia_grupo,e3-p01-h17-gr13370,1,0,0.0000
residencia_grupo,e3-p01-h17-gr13372,1,0,0.0000
residencia_grupo,e3-p01-h17-gr13677,1,0,0.0000
residencia_grupo,e3-p01-h17-gr13766,1,1,100.0000
residencia_grupo,e3-p01-h17-gr13901,1,0,0.0000
residencia_grupo,e3-p01-h17-gr16879,1,1,100.0000
residencia_grupo,e3-p01-h17-gr17360,1,0,0.0000
residencia_grupo,e3-p01-h17-gr18616,1,0,0.0000
residencia_grupo,e3-p01-h17-gr18695,1,1,100.0000
residencia_grupo,e3-p01-h17-gr19017,1,0,0.0000
residencia_grupo,e3-p01-h17-gr19343,1,1,100.0000
residencia_grupo,e3-p01-h18-gr00185,1,1,100.0000
residencia_grupo,e3-p01-h18-gr00407,1,0,0.0000
residencia_grupo,e3-p01-h18-gr01491,1,0,0.0000
residencia_grupo,e3-p01-h18-gr01832,1,1,100.0000
residencia_grupo,e3-p01-h18-gr01928,1,1,100.0000
residencia_grupo,e3-p01-h18-gr02470,1,1,100.0000
residencia_grupo,e3-p01-h18-gr03113,1,0,0.0000
residencia_grupo,e3-p01-h18-gr03722,1,0,0.0000
residencia_grupo,e3-p01-h18-gr03790,1,0,0.0000
residencia_grupo,e3-p01-h18-gr04630,1,1,100.0000
residencia_grupo,e3-p01-h18-gr04962,1,0,0.0000
residencia_grupo,e3-p01-h18-gr05831,1,1,100.0000
residencia_grupo,e3-p01-h18-gr05916,1,0,0.0000
residencia_grupo,e3-p01-h18-gr06511,1,0,0.0000
residencia_grupo,e3-p01-h18-gr06663,1,0,0.0000
residencia_grupo,e3-p01-h18-gr07223,1,0,0.0000
residencia_grupo,e3-p01-h18-gr07300,1,1,100.0000
residencia_grupo,e3-p01-h18-gr07631,1,0,0.0000
residencia_grupo,e3-p01-h18-gr08488,1,0,0.0000
residencia_grupo,e3-p01-h18-gr08490,1,0,0.0000
residencia_grupo,e3-p01-h18-gr08883,1,0,0.0000
residencia_grupo,e3-p01-h18-gr09106,1,0,0.0000
residencia_grupo,e3-p01-h18-gr09412,1,0,0.0000
residencia_grupo,e3-p01-h18-gr10985,1,0,0.0000
residencia_grupo,e3-p01-h18-gr11035,1,1,100.0000
residencia_grupo,e3-p01-h18-gr12662,1,0,0.0000
residencia_grupo,e3-p01-h18-gr13748,1,0,0.0000
residencia_grupo,e3-p01-h18-gr13779,1,0,0.0000
residencia_grupo,e3-p01-h18-gr13977,1,0,0.0000
residencia_grupo,e3-p01-h18-gr14116,1,0,0.0000
residencia_grupo,e3-p01-h18-gr14739,1,0,0.0000
residencia_grupo,e3-p01-h18-gr15063,1,0,0.0000
residencia_grupo,e3-p01-h18-gr15261,1,0,0.0000
residencia_grupo,e3-p01-h18-gr15372,1,0,0.0000
residencia_grupo,e3-p01-h18-gr15608,1,0,0.0000
residencia_grupo,e3-p01-h18-gr16346,1,0,0.0000
residencia_grupo,e3-p01-h18-gr16636,1,1,100.0000
residencia_grupo,e3-p01-h18-gr16679,1,0,0.0000
residencia_grupo,e3-p01-h18-gr16832,1,0,0.0000
residencia_grupo,e3-p01-h18-gr17064,1,0,0.0000
residencia_grupo,e3-p01-h18-gr17479,1,0,0.0000
residencia_grupo,e3-p01-h18-gr17782,1,0,0.0000
residencia_grupo,e3-p01-h18-gr17954,1,0,0.0000
residencia_grupo,e3-p01-h18-gr18083,1,0,0.0000
residencia_grupo,e3-p01-h18-gr18103,1,1,100.0000
residencia_grupo,e3-p01-h18-gr19443,1,0,0.0000
residencia_grupo,e3-p01-h19-gr00303,1,0,0.0000
residencia_grupo,e3-p01-h19-gr00612,1,1,100.0000
residencia_grupo,e3-p01-h19-gr00920,1,0,0.0000
residencia_grupo,e3-p01-h19-gr01351,1,1,100.0000
residencia_grupo,e3-p01-h19-gr01536,1,0,0.0000
residencia_grupo,e3-p01-h19-gr04266,1,0,0.0000
residencia_grupo,e3-p01-h19-gr05217,1,1,100.0000
residencia_grupo,e3-p01-h19-gr07365,1,0,0.0000
residencia_grupo,e3-p01-h19-gr07752,1,1,100.0000
residencia_grupo,e3-p01-h19-gr08240,1,0,0.0000
residencia_grupo,e3-p01-h19-gr09145,1,0,0.0000
residencia_grupo,e3-p01-h19-gr10164,1,0,0.0000
residencia_grupo,e3-p01-h19-gr10226,1,0,0.0000
residencia_grupo,e3-p01-h19-gr10435,1,0,0.0000
residencia_grupo,e3-p01-h19-gr12359,1,0,0.0000
residencia_grupo,e3-p01-h19-gr12872,1,0,0.0000
residencia_grupo,e3-p01-h19-gr13349,1,1,100.0000
residencia_grupo,e3-p01-h19-gr13406,1,0,0.0000
residencia_grupo,e3-p01-h19-gr13638,1,1,100.0000
residencia_grupo,e3-p01-h19-gr13768,1,0,0.0000
residencia_grupo,e3-p01-h19-gr14498,1,0,0.0000
residencia_grupo,e3-p01-h19-gr14844,1,0,0.0000
residencia_grupo,e3-p01-h19-gr15751,1,0,0.0000
residencia_grupo,e3-p01-h19-gr16095,1,0,0.0000
residencia_grupo,e3-p01-h19-gr16381,1,0,0.0000
residencia_grupo,e3-p01-h19-gr17270,1,0,0.0000
residencia_grupo,e3-p01-h19-gr17974,1,1,100.0000
residencia_grupo,e3-p01-h19-gr18613,1,1,100.0000
residencia_grupo,e3-p01-h19-gr18750,1,0,0.0000
residencia_grupo,e3-p01-h19-gr18753,1,0,0.0000
residencia_grupo,e3-p01-h19-gr19203,1,0,0.0000
residencia_grupo,e3-p01-h19-gr19541,1,1,100.0000
residencia_grupo,e3-p01-h20-gr01057,1,1,100.0000
residencia_grupo,e3-p01-h20-gr01924,1,0,0.0000
residencia_grupo,e3-p01-h20-gr02805,1,1,100.0000
residencia_grupo,e3-p01-h20-gr03615,1,1,100.0000
residencia_grupo,e3-p01-h20-gr04068,1,0,0.0000
residencia_grupo,e3-p01-h20-gr04487,1,1,100.0000
residencia_grupo,e3-p01-h20-gr04664,1,1,100.0000
residencia_grupo,e3-p01-h20-gr05253,1,0,0.0000
residencia_grupo,e3-p01-h20-gr05969,1,0,0.0000
residencia_grupo,e3-p01-h20-gr06088,1,1,100.0000
residencia_grupo,e3-p01-h20-gr07887,1,1,100.0000
residencia_grupo,e3-p01-h20-gr07941,1,0,0.0000
residencia_grupo,e3-p01-h20-gr08146,1,0,0.0000
residencia_grupo,e3-p01-h20-gr09234,1,0,0.0000
residencia_grupo,e3-p01-h20-gr10065,1,0,0.0000
residencia_grupo,e3-p01-h20-gr11548,1,1,100.0000
residencia_grupo,e3-p01-h20-gr12296,1,0,0.0000
residencia_grupo,e3-p01-h20-gr12467,1,0,0.0000
residencia_grupo,e3-p01-h20-gr12941,1,0,0.0000
residencia_grupo,e3-p01-h20-gr13400,1,0,0.0000
residencia_grupo,e3-p01-h20-gr13690,1,0,0.0000
residencia_grupo,e3-p01-h20-gr14308,1,0,0.0000
residencia_grupo,e3-p01-h20-gr14516,1,0,0.0000
residencia_grupo,e3-p01-h20-gr14797,1,0,0.0000
residencia_grupo,e3-p01-h20-gr15122,1,0,0.0000
residencia_grupo,e3-p01-h20-gr15866,1,0,0.0000
residencia_grupo,e3-p01-h20-gr16106,1,0,0.0000
residencia_grupo,e3-p01-h20-gr16153,1,0,0.0000
residencia_grupo,e3-p01-h20-gr16227,1,1,100.0000
residencia_grupo,e3-p01-h20-gr17527,1,0,0.0000
residencia_grupo,e3-p01-h20-gr17856,1,0,0.0000
residencia_grupo,e3-p01-h20-gr18076,1,0,0.0000
residencia_grupo,e3-p01-h20-gr18188,1,0,0.0000
residencia_grupo,e3-p01-h20-gr18763,1,0,0.0000
residencia_grupo,e3-p01-h20-gr18945,1,0,0.0000
residencia_grupo,e3-p01-h20-gr19076,1,1,100.0000
residencia_grupo,e3-p01-h20-gr19092,1,0,0.0000
residencia_grupo,e3-p01-h20-gr19559,1,0,0.0000
residencia_grupo,e3-p02-h01-gr00139,1,0,0.0000
residencia_grupo,e3-p02-h01-gr00321,1,0,0.0000
residencia_grupo,e3-p02-h01-gr00425,1,1,100.0000
residencia_grupo,e3-p02-h01-gr00667,1,0,0.0000
residencia_grupo,e3-p02-h01-gr00828,1,1,100.0000
residencia_grupo,e3-p02-h01-gr00950,1,0,0.0000
residencia_grupo,e3-p02-h01-gr00951,1,0,0.0000
residencia_grupo,e3-p02-h01-gr01102,1,0,0.0000
residencia_grupo,e3-p02-h01-gr01645,1,0,0.0000
residencia_grupo,e3-p02-h01-gr01720,1,1,100.0000
residencia_grupo,e3-p02-h01-gr01863,1,0,0.0000
residencia_grupo,e3-p02-h01-gr02398,1,0,0.0000
residencia_grupo,e3-p02-h01-gr03558,1,0,0.0000
residencia_grupo,e3-p02-h01-gr05605,1,0,0.0000
residencia_grupo,e3-p02-h01-gr06385,1,1,100.0000
residencia_grupo,e3-p02-h01-gr06571,1,0,0.0000
residencia_grupo,e3-p02-h01-gr07098,1,1,100.0000
residencia_grupo,e3-p02-h01-gr07278,1,1,100.0000
residencia_grupo,e3-p02-h01-gr08290,1,1,100.0000
residencia_grupo,e3-p02-h01-gr08962,1,0,0.0000
residencia_grupo,e3-p02-h01-gr09293,1,0,0.0000
residencia_grupo,e3-p02-h01-gr09520,1,0,0.0000
residencia_grupo,e3-p02-h01-gr09911,1,0,0.0000
residencia_grupo,e3-p02-h01-gr10508,1,0,0.0000
residencia_grupo,e3-p02-h01-gr12660,1,1,100.0000
residencia_grupo,e3-p02-h01-gr13273,1,0,0.0000
residencia_grupo,e3-p02-h01-gr13428,1,0,0.0000
residencia_grupo,e3-p02-h01-gr13523,1,0,0.0000
residencia_grupo,e3-p02-h01-gr14321,1,0,0.0000
residencia_grupo,e3-p02-h01-gr14549,1,1,100.0000
residencia_grupo,e3-p02-h01-gr15103,1,0,0.0000
residencia_grupo,e3-p02-h01-gr15137,1,0,0.0000
residencia_grupo,e3-p02-h01-gr15585,1,0,0.0000
residencia_grupo,e3-p02-h01-gr15831,1,0,0.0000
residencia_grupo,e3-p02-h01-gr17037,1,0,0.0000
residencia_grupo,e3-p02-h01-gr17147,1,1,100.0000
residencia_grupo,e3-p02-h01-gr18568,1,0,0.0000
residencia_grupo,e3-p02-h01-gr18635,1,1,100.0000
residencia_grupo,e3-p02-h01-gr18900,1,1,100.0000
residencia_grupo,e3-p02-h02-gr00000,1,0,0.0000
residencia_grupo,e3-p02-h02-gr00212,1,0,0.0000
residencia_grupo,e3-p02-h02-gr00262,1,0,0.0000
residencia_grupo,e3-p02-h02-gr00475,1,0,0.0000
residencia_grupo,e3-p02-h02-gr00594,1,0,0.0000
residencia_grupo,e3-p02-h02-gr00846,1,0,0.0000
residencia_grupo,e3-p02-h02-gr01021,1,1,100.0000
residencia_grupo,e3-p02-h02-gr02020,1,1,100.0000
residencia_grupo,e3-p02-h02-gr02907,1,1,100.0000
residencia_grupo,e3-p02-h02-gr03636,1,1,100.0000
residencia_grupo,e3-p02-h02-gr03653,1,0,0.0000
residencia_grupo,e3-p02-h02-gr04057,1,0,0.0000
residencia_grupo,e3-p02-h02-gr04151,1,0,0.0000
residencia_grupo,e3-p02-h02-gr04819,1,0,0.0000
residencia_grupo,e3-p02-h02-gr04882,1,0,0.0000
residencia_grupo,e3-p02-h02-gr05497,1,0,0.0000
residencia_grupo,e3-p02-h02-gr05600,1,0,0.0000
residencia_grupo,e3-p02-h02-gr05843,1,0,0.0000
residencia_grupo,e3-p02-h02-gr06472,1,1,100.0000
residencia_grupo,e3-p02-h02-gr06522,1,0,0.0000
residencia_grupo,e3-p02-h02-gr07260,1,1,100.0000
residencia_grupo,e3-p02-h02-gr07600,1,0,0.0000
residencia_grupo,e3-p02-h02-gr07778,1,0,0.0000
residencia_grupo,e3-p02-h02-gr09054,1,0,0.0000
residencia_grupo,e3-p02-h02-gr09224,1,1,100.0000
residencia_grupo,e3-p02-h02-gr09582,1,0,0.0000
residencia_grupo,e3-p02-h02-gr10312,1,0,0.0000
residencia_grupo,e3-p02-h02-gr10417,1,0,0.0000
residencia_grupo,e3-p02-h02-gr10501,1,1,100.0000
residencia_grupo,e3-p02-h02-gr10635,1,0,0.0000
residencia_grupo,e3-p02-h02-gr11472,1,0,0.0000
residencia_grupo,e3-p02-h02-gr11476,1,0,0.0000
residencia_grupo,e3-p02-h02-gr11528,1,0,0.0000
residencia_grupo,e3-p02-h02-gr11678,1,0,0.0000
residencia_grupo,e3-p02-h02-gr12307,1,0,0.0000
residencia_grupo,e3-p02-h02-gr12602,1,0,0.0000
residencia_grupo,e3-p02-h02-gr12608,1,1,100.0000
residencia_grupo,e3-p02-h02-gr12796,1,1,100.0000
residencia_grupo,e3-p02-h02-gr13214,1,1,100.0000
residencia_grupo,e3-p02-h02-gr15125,1,0,0.0000
residencia_grupo,e3-p02-h02-gr16094,1,0,0.0000
residencia_grupo,e3-p02-h02-gr18301,1,1,100.0000
residencia_grupo,e3-p02-h02-gr18425,1,0,0.0000
residencia_grupo,e3-p02-h03-gr00573,1,0,0.0000
residencia_grupo,e3-p02-h03-gr00963,1,1,100.0000
residencia_grupo,e3-p02-h03-gr01304,1,0,0.0000
residencia_grupo,e3-p02-h03-gr01366,1,1,100.0000
residencia_grupo,e3-p02-h03-gr01944,1,1,100.0000
residencia_grupo,e3-p02-h03-gr01988,1,0,0.0000
residencia_grupo,e3-p02-h03-gr02322,1,1,100.0000
residencia_grupo,e3-p02-h03-gr02948,1,0,0.0000
residencia_grupo,e3-p02-h03-gr03523,1,0,0.0000
residencia_grupo,e3-p02-h03-gr03673,1,0,0.0000
residencia_grupo,e3-p02-h03-gr04517,1,0,0.0000
residencia_grupo,e3-p02-h03-gr06083,1,0,0.0000
residencia_grupo,e3-p02-h03-gr06141,1,0,0.0000
residencia_grupo,e3-p02-h03-gr06695,1,1,100.0000
residencia_grupo,e3-p02-h03-gr07259,1,0,0.0000
residencia_grupo,e3-p02-h03-gr08190,1,0,0.0000
residencia_grupo,e3-p02-h03-gr09143,1,0,0.0000
residencia_grupo,e3-p02-h03-gr09490,1,0,0.0000
residencia_grupo,e3-p02-h03-gr10134,1,1,100.0000
residencia_grupo,e3-p02-h03-gr11668,1,0,0.0000
residencia_grupo,e3-p02-h03-gr11885,1,0,0.0000
residencia_grupo,e3-p02-h03-gr12138,1,0,0.0000
residencia_grupo,e3-p02-h03-gr12622,1,0,0.0000
residencia_grupo,e3-p02-h03-gr13763,1,0,0.0000
residencia_grupo,e3-p02-h03-gr15025,1,0,0.0000
residencia_grupo,e3-p02-h03-gr16079,1,1,100.0000
residencia_grupo,e3-p02-h03-gr16568,1,0,0.0000
residencia_grupo,e3-p02-h03-gr16698,1,0,0.0000
residencia_grupo,e3-p02-h03-gr17125,1,0,0.0000
residencia_grupo,e3-p02-h03-gr17860,1,1,100.0000
residencia_grupo,e3-p02-h03-gr17932,1,1,100.0000
residencia_grupo,e3-p02-h03-gr19685,1,0,0.0000
residencia_grupo,e3-p02-h04-gr00686,1,0,0.0000
residencia_grupo,e3-p02-h04-gr01052,1,1,100.0000
residencia_grupo,e3-p02-h04-gr02554,1,0,0.0000
residencia_grupo,e3-p02-h04-gr03112,1,1,100.0000
residencia_grupo,e3-p02-h04-gr03203,1,0,0.0000
residencia_grupo,e3-p02-h04-gr03324,1,0,0.0000
residencia_grupo,e3-p02-h04-gr03674,1,0,0.0000
residencia_grupo,e3-p02-h04-gr03857,1,0,0.0000
residencia_grupo,e3-p02-h04-gr03962,1,0,0.0000
residencia_grupo,e3-p02-h04-gr03971,1,0,0.0000
residencia_grupo,e3-p02-h04-gr04068,1,0,0.0000
residencia_grupo,e3-p02-h04-gr04181,1,0,0.0000
residencia_grupo,e3-p02-h04-gr05089,1,0,0.0000
residencia_grupo,e3-p02-h04-gr05409,1,0,0.0000
residencia_grupo,e3-p02-h04-gr05484,1,0,0.0000
residencia_grupo,e3-p02-h04-gr05684,1,0,0.0000
